CID,CIDint,IDSURVEY,TYPE,FIELD,zHD,zHDERR,z,zERR,HOST_LOGMASS,HOST_LOGMASS_ERR,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RA,DECL,TGAPMAX,MU,MUERR,MUERR_NOSIGMB,MURES,MUPULL,sbar,cbar,ERRCODE,Unnamed: 41
2006py,2006,5,1,,0.056701678782701485,1e-05,0.05782999999999999,1e-05,9.908999999999999,0.46,111.111,100.0,71.4286,54070.918,0.21899999999999997,0.1119,0.2145,0.00587956,0.025581,17.6474762938,0.044101999999999995,0.00156684060513,6.78205e-05,0.0006580430000000001,-9.37497e-07,-1.24366e-06,22,37.7612,0.027014799999999995,340.424988,-0.136917,-0.136917,,36.9721,0.0606,0.0606,-0.08900000000000001,-1.4769999999999999,0.237,-0.021,0
2006X,2006,5,1,,0.00633,1e-05,0.00525,1e-05,10.787,0.092,250.0007,250.0004,249.9995,53786.496,0.027000000000000003,-0.296635,0.01952,1.0,0.00194098,14.809,0.016972400000000002,0.0213984,0.00033713199999999997,5.38931e-12,-5.17407e-07,3.23795e-13,78,612.1935,0.0,185.725006,15.8092,15.8092,,30.9947,0.019,0.019,-0.774,-40.721,-0.11699999999999999,0.9740000000000001,66
2007A,2007,5,1,,0.016168491914868355,1e-05,0.0167,1e-05,10.743,0.106,199.9996,166.667,142.8574,54113.273,0.068,0.4579,0.1069,0.1102,0.024897,15.4139220005,0.050052099999999995,0.012258192559400001,0.000585683,7.34837e-05,-2.2073e-06,-1.1036400000000002e-05,25,47.5675,0.00605966,6.31942,12.8868,12.8868,,34.4636,0.053,0.053,0.16399999999999998,3.09,0.366,0.165,64
2007ai,2007,5,1,,0.03284803032875061,1e-05,0.03203,1e-05,11.222999999999999,3.467,111.1111,90.9091,83.3334,54173.562000000005,0.19,1.0308,0.1043,0.1441,0.053926499999999995,16.8072781537,0.1693,0.0033968630811,0.000591174,-0.00155558,1.59449e-05,-2.9153e-05,42,61.3366,0.034369199999999996,243.22399900000002,-21.630198999999998,-21.630198999999998,,35.8321,0.0776,0.0776,0.094,1.215,1.011,0.14300000000000002,0
2007as,2007,5,1,,0.01794,1e-05,0.0176,1e-05,9.343,4.745,200.0,166.6667,125.0001,54181.617,0.10300000000000001,-0.8833840000000001,0.0446784,-0.07704710000000001,0.023208000000000003,15.4443723022,0.0391873,0.0119194737551,0.000434719,-0.00022643099999999997,2.5941000000000003e-06,-7.86124e-06,40,106.0743,1.13465e-07,141.899994,-80.17759699999999,-80.17759699999999,,34.8867,0.0498,0.0498,0.47100000000000003,9.472000000000001,-1.025,0.111,64
2007ax,2007,5,1,,0.00718,1e-05,0.0064,1e-05,10.825,0.048,200.0003,199.9993,166.6669,54187.609000000004,0.086,-2.01163,0.0594486,0.5801,0.028158299999999997,16.0289,0.044639099999999994,0.00695721,0.000292001,-0.000133273,6.990439999999999e-07,-1.31378e-06,32,1340.1312,0.0,125.68,22.554701,22.554701,,33.2761,0.0927,0.0927,1.0759999999999998,11.607999999999999,-2.112,0.865,66
2007ba,2007,5,1,,0.03996822237968445,1e-05,0.03825,1e-05,11.204,0.425,111.1112,111.1111,76.923,54196.18,0.121,-2.05153,0.06859689999999999,0.2687,0.0244209,17.5456593507,0.0321414,0.00172084300228,5.53488e-05,-0.000152501,1.77889e-07,-9.97133e-07,50,366.373,0.0,229.17799399999998,7.396610000000001,7.396610000000001,,35.7526,0.057,0.057,-0.382,-6.702000000000001,-1.932,0.12300000000000001,64
2007bc,2007,5,1,,0.021509703248739243,1e-05,0.02075,1e-05,10.904000000000002,0.45399999999999996,166.6668,166.6663,125.0,54200.609000000004,0.09300000000000001,-1.17678,0.0427202,0.0373909,0.022639799999999998,15.6587845727,0.0253204,0.009783709383899998,0.000233904,-0.000151022,5.64456e-07,-4.148169999999999e-06,31,36.8172,0.2557,169.811005,20.809,20.809,,34.7053,0.0538,0.0538,-0.07200000000000001,-1.331,-1.16,0.008,0
2007bd,2007,5,1,,0.03164249286055565,1e-05,0.032,1e-05,9.574,0.045,200.0,166.6673,142.8576,54206.824,0.046,-1.0304,0.0392031,-0.058829700000000006,0.0231546,16.2750796799,0.029668299999999998,0.0055459787820899996,0.000155227,-0.000180975,3.89443e-07,-2.66447e-06,40,90.7125,8.28513e-06,127.889,-1.19944,-1.19944,,35.6403,0.0548,0.0548,-0.09699999999999999,-1.7619999999999998,-1.008,-0.096,64
2007bm,2007,5,1,,0.00683,1e-05,0.0056,1e-05,10.337,0.544,333.3333,250.0012,250.0006,54224.914000000004,0.081,-0.936908,0.038330699999999995,0.4183,0.022880200000000003,14.2404485473,0.031360900000000004,0.03612609439830001,0.00108251,-0.000196217,7.02561e-06,-1.92671e-05,36,32.4573,0.6819,171.259995,-9.79828,-9.79828,,32.1397,0.0515,0.0515,0.23199999999999998,4.503,-0.99,0.512,2
2007ca,2007,5,1,,0.014625262469053268,1e-05,0.01516,1e-05,-1.0,0.0,250.0005,250.0004,166.6671,54227.734000000004,0.045,0.5935,0.033774599999999995,0.2227,0.023852,15.6614109926,0.045512199999999996,0.00975949904329,0.000427336,-0.000240582,2.94791e-06,-7.75682e-06,44,83.9569,0.000380294,202.774002,-15.1018,-15.1018,,34.3813,0.0502,0.0502,0.294,5.858,0.526,0.332,64
2007hx,2007,5,1,,0.07891000000000001,1e-05,0.0798,1e-05,-9.0,-9.0,90.9091,90.9088,83.3334,54354.5,0.248,0.1941,0.1336,0.1497,0.0247817,19.124986996,0.0268926,0.000401801001666,1.11703e-05,-0.000373642,9.10853e-08,-2.0367e-07,37,59.4224,0.011115,31.612801,-0.8995280000000001,-0.8995280000000001,,38.0153,0.0633,0.0633,0.221,3.4930000000000003,0.006999999999999999,0.22699999999999998,0
2007if,2007,5,1,,0.07309,1e-05,0.07416,1e-05,-1.0,0.0,200.0006,142.8572,111.1112,54342.835999999996,0.23600000000000002,0.7296,0.0977159,-0.0581905,0.0275187,16.5338726984,0.05480830000000001,0.004369787440060001,0.00022857,-0.00018156,-2.2996900000000003e-06,-4.52965e-06,31,253.2594,3.02829e-36,17.714001,15.4611,15.4611,,36.1436,0.0635,0.0635,-1.484,-23.38,1.64,-0.518,64
2007jg,2007,5,1,,0.03760647401213646,1e-05,0.0371,1e-05,9.461,0.136,200.0002,125.0001,111.1112,54366.664000000004,0.078,-0.598036,0.0581304,-0.021802099999999998,0.027085400000000003,16.9770737441,0.0653791,0.0029052194986300003,0.00018329299999999998,-0.000258183,1.00801e-06,-3.90963e-06,60,113.3282,5.42862e-05,52.4618,0.056833,0.056833,,36.2881,0.0536,0.0536,0.222,4.1419999999999995,-0.667,0.044000000000000004,64
2007jh,2007,5,1,,0.04210718721151352,1e-05,0.04074,1e-05,11.1,0.434,200.0002,125.0001,111.1112,54366.664000000004,0.078,-0.555411,0.057814300000000006,-0.019321099999999997,0.0268542,16.9999283483,0.0636177,0.0028446385658200003,0.000174855,-0.000246564,9.11977e-07,-3.64462e-06,60,121.4564,6.76078e-06,54.006401000000004,1.1033899999999999,1.1033899999999999,,36.3092,0.0542,0.0542,0.034,0.627,-0.5660000000000001,-0.009000000000000001,64
2007le,2007,5,1,,0.006567515432834625,1e-05,0.00674,1e-05,10.308,0.493,250.0011,250.0003,249.9996,54399.539000000004,0.023,0.1379,0.0220207,0.2479,0.0207833,13.6091145838,0.0280789,0.0646160800537,0.00171187,-0.00014966100000000002,7.096210000000001e-06,-2.60457e-05,71,199.3622,6.770910000000001e-14,354.701996,-6.5225800000000005,-6.5225800000000005,,32.1871,0.0488,0.0488,-0.126,-2.583,0.16,0.19899999999999998,64
2007mm,2007,5,1,,0.06539,1e-05,0.06647,1e-05,9.931000000000001,0.013000000000000001,66.6668,66.6665,58.8234,54391.867,0.13699999999999998,-3.2412799999999997,0.1775,0.4333,0.0269289,20.1959550904,0.0282295,0.00014983655084999998,7.34304e-06,-8.14459e-05,-1.25728e-07,-1.5186500000000002e-07,29,156.5097,1.9686700000000002e-19,16.4445,-0.758833,-0.758833,,37.7261,0.0626,0.0626,0.348,5.553999999999999,-3.736,0.536,67
2007N,2007,5,1,,0.013730000000000001,1e-05,0.0126,1e-05,10.307,0.046,142.8574,125.0004,111.1111,54120.789000000004,0.163,-2.06301,0.057038599999999995,0.786,0.027540600000000002,17.6997,0.0359936,0.00149321,5.03315e-05,-0.000460895,5.8534e-07,-1.1872100000000001e-06,46,848.9418,0.0,192.255005,-9.45283,-9.45283,,34.3015,0.0602,0.0602,0.62,10.299000000000001,-2.313,1.052,66
2007nq,2007,5,1,,0.04279687255620957,1e-05,0.045160000000000006,1e-05,11.882,0.064,142.8572,125.0,111.1112,54398.405999999995,0.114,-1.9024900000000002,0.051335900000000004,-0.028691,0.0232893,17.1712173251,0.0271947,0.00242943474854,6.32647e-05,-0.000183833,1.38764e-07,-1.09235e-06,60,67.0422,0.2776,14.3899,-1.3886100000000001,-1.3886100000000001,,36.321,0.0564,0.0564,-0.184,-3.258,-1.851,-0.1,0
2007on,2007,5,1,,0.006874358281493187,1e-05,0.0075,1e-05,10.821,2.367,333.3346,333.3321,250.0004,54419.780999999995,0.046,-2.18034,0.0363157,0.031208499999999997,0.022353799999999997,12.7740756836,0.023037400000000003,0.139440021491,0.00300005,-0.000187958,1.18168e-05,-5.61685e-05,95,596.6722,0.0,54.712101000000004,-35.575001,-35.575001,,31.6992,0.053,0.053,-0.847,-15.989,-1.976,-0.313,64
2007S,2007,5,1,,0.01624,1e-05,0.015090000000000001,1e-05,9.85,0.43,250.0004,249.9996,200.0004,54144.684,0.051,1.1568,0.0485476,0.3811,0.0228202,15.619566945699999,0.028197399999999997,0.0101435616788,0.000288719,-0.000227252,6.60538e-07,-5.12683e-06,48,29.2604,0.9887,150.130005,4.40728,4.40728,,33.9272,0.0528,0.0528,-0.149,-2.819,1.209,0.322,2
2008bc,2008,5,1,,0.015719999999999998,1e-05,0.015090000000000001,1e-05,8.937999999999999,5.04,250.0002,249.9998,200.0006,54550.094000000005,0.035,0.528,0.0369784,-0.225679,0.062174099999999996,13.709939685999998,0.2014,0.0588875512165,0.00998394,-0.00237978,0.00037981099999999997,-0.000804492,105,262.0561,3.21856e-15,144.630005,-63.973801,-63.973801,,33.8106,0.0634,0.0634,-0.267,-4.202,0.662,-0.518,64
2008bq,2008,5,1,,0.03270907327532768,1e-05,0.0346,1e-05,10.725999999999999,3.9619999999999997,166.6673,166.6671,166.6664,54563.629,0.084,0.3774,0.042041300000000004,0.0385609,0.026196399999999998,16.4435956692,0.05896749999999999,0.004748496021800001,0.00027095,-0.000294038,2.34288e-06,-5.3923e-06,60,67.4347,0.2666,100.260002,-38.038601,-38.038601,,35.7041,0.0541,0.0541,-0.205,-3.7969999999999997,0.42100000000000004,-0.027000000000000003,0
2008C,2008,5,1,,0.017443515360355374,1e-05,0.01674,1e-05,9.376,4.748,166.6668,142.8571,125.0001,54467.574,0.38,-0.724418,0.0604697,0.1208,0.0261183,15.397288789000001,0.0557196,0.0124477202904,0.000668467,-0.000220707,3.4798800000000006e-06,-1.29723e-05,39,203.8144,7.97104e-24,104.297997,20.437099,20.437099,,34.2486,0.0559,0.0559,-0.057,-1.014,-0.708,0.102,64
2008fp,2008,5,1,,0.008055399172008038,1e-05,0.00555,1e-05,10.317,2.864,250.0004,250.0,250.0,54730.773,0.034,0.2185,0.0288055,0.26,0.030438200000000002,13.195656505999999,0.1031,0.09456627298360001,0.00949947,-5.85028e-05,1.43507e-05,-3.33134e-05,63,150.4073,6.49025e-09,109.136002,-29.3255,-29.3255,,31.7474,0.1359,0.1359,-0.142,-1.045,0.22,0.24100000000000002,64
2008gp,2008,5,1,,0.03390732407569885,1e-05,0.03352,1e-05,10.523,4.138,166.667,166.6667,166.6664,54779.262,0.031,-0.09808860000000001,0.027384199999999997,-0.10798900000000002,0.027786500000000002,16.0377218311,0.07258060000000001,0.00690079638226,0.000464559,-0.00022763599999999997,2.91395e-06,-9.82058e-06,71,114.4219,0.0008383469999999999,50.752998,1.36189,1.36189,,35.686,0.0572,0.0572,-0.154,-2.698,-0.081,-0.15,64
2008hv,2008,5,1,,0.013848954811692238,1e-05,0.01258,1e-05,10.632,0.18600000000000003,250.0005,250.0002,250.0,54816.984000000004,0.033,-1.26074,0.032610200000000006,-0.05381469999999999,0.0224305,14.4734317281,0.029078800000000002,0.029148163352900002,0.000791308,-0.00017858599999999997,3.13322e-06,-1.36862e-05,72,86.2832,0.1201,136.891998,3.39225,3.39225,,33.791,0.0519,0.0519,0.114,2.202,-1.285,-0.009000000000000001,0
2008ia,2008,5,1,,0.02232,1e-05,0.02171,1e-05,10.937000000000001,3.3369999999999997,142.8573,142.8569,125.0,54812.949,0.071,-1.2757100000000001,0.047915,-0.058110400000000006,0.0409689,15.57922821,0.1254,0.010526997827899998,0.00129402,-0.000642193,1.76508e-05,-5.15465e-05,56,115.1911,8.107080000000001e-06,132.645996,-61.277901,-61.277901,,34.908,0.0328,0.0328,0.03,0.9179999999999999,-1.2890000000000001,-0.059000000000000004,64
2008R,2008,5,1,,0.013248256407678127,1e-05,0.01351,1e-05,10.111,3.7439999999999998,250.0,250.0,166.6669,54493.855,0.10300000000000001,-2.14379,0.047448199999999996,0.0444848,0.0258511,14.996410799400001,0.0461653,0.0180073553165,0.000792851,-0.000195518,2.65423e-06,-1.4922e-05,42,157.5864,2.81163e-15,45.973801,-11.9943,-11.9943,,33.8855,0.0575,0.0575,0.051,0.89,-2.156,0.063,64
2009F,2009,5,1,,0.013,1e-05,0.013040000000000001,1e-05,9.98,3.8739999999999997,166.6667,166.6667,166.6663,54840.687999999995,0.136,-2.24989,0.06485890000000001,0.4251,0.0361473,16.5850089706,0.0857318,0.00416877008304,0.000334017,-0.00104765,8.3001e-06,-1.05491e-05,51,915.9943,0.0,74.848198,-11.1306,-11.1306,,34.2794,0.059,0.059,0.523,8.86,-2.502,0.643,66
1993ac,1993,61,0,,0.050855264067649834,1e-05,0.05026,1e-05,11.788,0.028999999999999998,54.2873,54.2863,27.144,49271.195,1.063,-0.9034549999999999,0.3642,-0.017450099999999996,0.046249,17.507305902,0.1172,0.0017826822485899998,0.00021056599999999998,0.00194802,-5.17276e-06,-6.265940000000001e-06,10,9.827,0.546,86.588654,63.37398100000001,63.37398100000001,,36.7621,0.123,0.123,0.017,0.139,-0.92,-0.015,0
1993ae,1993,61,0,,0.017259689047932625,1e-05,0.01905,1e-05,10.277999999999999,0.152,54.2897,54.2874,54.2871,49289.609000000004,0.326,-1.51983,0.1272,-0.118522,0.0323638,14.9812050141,0.052044900000000005,0.0182601339061,0.0008665060000000001,0.0009430339999999999,-5.8474300000000004e-05,-2.0753000000000003e-05,24,15.1863,0.9369,22.45009,-1.9750900000000002,-1.9750900000000002,,34.4631,0.0745,0.0745,-0.125,-1.685,-1.455,-0.162,0
1994ae,1994,61,0,,0.00534919835627079,1e-05,0.00428,1e-05,9.671,0.028999999999999998,108.5756,108.5754,108.5734,49685.941,0.059000000000000004,0.4415,0.055276599999999995,-0.07483089999999999,0.0260786,12.648120031300001,0.0347742,0.15658661150699998,0.00501553,-0.000224233,3.16821e-07,-0.000107513,69,93.1133,0.0338353,161.752823,17.273629999999997,17.273629999999997,,32.2691,0.0583,0.0583,0.9470000000000001,16.239,0.128,0.316,0
1994M,1994,61,0,,0.024900777265429497,1e-05,0.02308,1e-05,11.347999999999999,0.016,54.2883,54.2861,54.286,49475.621,0.264,-1.42707,0.090156,0.041670099999999995,0.028630400000000004,16.024461558,0.0364807,0.0069858095865499995,0.000242804,-8.08155e-05,8.119549999999999e-07,-5.3741899999999994e-06,36,54.8412,0.029634800000000003,187.782288,0.60278,0.60278,,35.0227,0.0657,0.0657,0.011000000000000001,0.166,-1.43,0.046,0
1994Q,1994,61,0,,0.028705155476927764,1e-05,0.029460000000000004,1e-05,10.156,0.113,36.1915,27.1442,27.1436,49496.539000000004,0.5479999999999999,0.8489,0.2995,0.0389745,0.0400216,16.116265159,0.0671464,0.00641941179749,0.000417175,0.00461878,-6.10464e-05,-1.39925e-05,23,4.5463,1.0,252.47555499999999,40.428181,40.428181,,35.4415,0.0796,0.0796,-0.111,-1.389,1.0,0.005,0
1994S,1994,61,0,,0.01560191251337528,1e-05,0.015,1e-05,10.603,0.516,36.1924,36.192,36.1915,49518.77,0.245,0.2992,0.1837,-0.101207,0.028056900000000003,14.4409768226,0.035406099999999996,0.030034220682000002,0.000968235,0.000564693,-6.03276e-05,-2.25098e-05,24,37.433,0.0395936,187.839676,29.135639,29.135639,,34.1238,0.0673,0.0673,0.061,0.905,0.231,-0.081,0
1994T,1994,61,0,,0.03610283136367798,1e-05,0.03457,1e-05,10.669,0.479,54.2875,54.2867,54.2853,49512.414000000004,0.564,-1.47435,0.1552,0.0417005,0.0314598,16.9910529042,0.0440219,0.00286790868833,0.000121586,-0.0008052669999999999,4.18358e-06,-2.7991000000000004e-06,22,188.2392,6.6561199999999995e-28,200.376938,-2.1585400000000003,-2.1585400000000003,,35.9826,0.0761,0.0761,0.07400000000000001,0.9690000000000001,-1.5290000000000001,0.069,64
1995ac,1995,61,0,,0.0487280935049057,1e-05,0.04991,1e-05,10.761,0.493,54.2884,54.2875,54.2867,49993.52,0.12,0.7655,0.08868510000000002,-0.06639819999999999,0.027674200000000003,16.782949982599998,0.0381597,0.0034740622407,0.000125001,-0.00022300599999999999,-3.37654e-08,-2.70108e-06,67,142.823,3.03757e-07,341.383392,-8.74777,-8.74777,,36.4231,0.0633,0.0633,-0.307,-4.859,0.904,-0.18600000000000003,64
1995ak,1995,61,0,,0.021997081115841862,1e-05,0.022719999999999997,1e-05,10.27,0.139,45.2397,38.7756,32.901,50022.172,0.386,-1.05047,0.1196,0.0635773,0.033294599999999994,15.7562623632,0.0488436,0.00894350564992,0.00041850599999999997,0.0007469369999999999,-1.57687e-05,-9.931489999999999e-06,31,56.1502,0.0052268,41.450771,3.2351799999999997,3.2351799999999997,,34.7393,0.077,0.077,-0.239,-3.1039999999999996,-0.986,-0.022000000000000002,64
1995al,1995,61,0,,0.006720297038555145,1e-05,0.00535,1e-05,9.776,0.196,36.1934,36.192,36.1905,50029.785,0.19,0.6786,0.1205,0.0361008,0.0266074,13.0103856631,0.0320222,0.112169513016,0.00337622,-5.47963e-05,-3.8906300000000004e-05,-7.66945e-05,46,21.655,0.9994,147.727417,33.558121,33.558121,,32.3206,0.061,0.061,0.512,8.398,0.32299999999999995,0.237,0
1995bd,1995,61,0,,0.01436511054635048,1e-05,0.016,1e-05,10.649000000000001,0.382,54.2901,49.3531,47.2066,50087.039000000004,0.063,0.9282,0.09794889999999999,0.219,0.0177815,15.172137964400001,0.1036,0.0153160641549,0.0015721,-0.000630681,7.58152e-05,-1.18678e-05,50,245.7662,2.6983699999999998e-27,71.338608,11.06847,11.06847,,33.9504,0.0973,0.0973,-0.255,-2.625,0.872,0.213,64
1995D,1995,61,0,,0.008168376050889492,1e-05,0.006690000000000001,1e-05,10.515,0.423,108.5756,108.5714,36.192,49768.75,0.161,0.7301,0.08383380000000001,-0.0738374,0.0281677,12.897995373099999,0.046839599999999995,0.124426743145,0.0054168,-0.000260867,2.3806e-05,-0.00011389700000000001,63,86.8275,0.030373400000000005,145.21838400000001,5.1409400000000005,5.1409400000000005,,32.556,0.0634,0.0634,0.26,4.1080000000000005,0.628,0.023,0
1995E,1995,61,0,,0.01171,1e-05,0.01163,1e-05,9.673,4.111000000000001,54.2869,36.1913,27.1432,49775.684,0.203,-0.5252140000000001,0.1094,0.7374,0.0289856,16.4583,0.0383805,0.00468479,0.000168568,-0.00019209900000000002,-1.09444e-07,-4.07197e-06,46,29.4282,0.979,117.982353,73.01303100000001,73.01303100000001,,33.426,0.0645,0.0645,-0.079,-1.22,-0.48100000000000004,0.705,2
1996ab,1996,61,0,,0.12462999999999999,1e-05,0.1242,1e-05,-9.0,-9.0,36.1922,36.19,-99.0,50223.645,1.147,-0.059374199999999995,0.4133,-0.184079,0.0561696,19.2208,0.051062800000000005,0.00036787,1.77144e-05,-0.00511132,3.84996e-06,-4.35383e-07,25,25.4566,0.4933,230.28715499999998,27.92178,27.92178,,39.1103,0.1723,0.1723,0.29100000000000004,1.689,-0.337,-0.094,0
1996ai,1996,61,0,,0.0039700000000000004,1e-05,0.00321,1e-05,10.664000000000001,0.316,54.2887,54.2879,51.7019,50256.905999999995,0.155,-0.12143499999999999,0.08769550000000001,1.0,0.2,16.0189,0.014863499999999998,0.0070219,9.67893e-05,3.0656e-15,-1.8495099999999999e-06,7.21246e-15,37,491.5424,0.0,197.74624599999999,37.064861,37.064861,,32.229,0.6204,0.6204,1.5330000000000001,2.47,-0.127,1.494,66
1996bk,1996,61,0,,0.007090000000000001,1e-05,0.00675,1e-05,11.004000000000001,0.059000000000000004,77.5529,67.8578,57.142,50367.633,0.42100000000000004,-2.33791,0.1096,0.3269,0.0350981,14.4120397305,0.0503899,0.0308448546407,0.00150347,-0.000256337,-5.25445e-05,-3.63763e-05,12,32.7973,0.00182748,206.748535,60.970291,60.970291,,32.3985,0.0877,0.0877,0.08199999999999999,0.9359999999999999,-2.384,0.354,66
1996bl,1996,61,0,,0.03427398204803467,1e-05,0.036,1e-05,10.562999999999999,0.031,63.866,51.7015,45.2381,50377.113,0.153,-0.140253,0.11,-0.0260752,0.031548400000000004,16.4299319303,0.06315319999999999,0.00480870790843,0.000292957,0.000158019,-1.94441e-06,-7.19158e-06,27,46.4211,0.0157571,9.07365,11.39695,11.39695,,35.8183,0.064,0.064,-0.18,-2.807,-0.068,-0.09,0
1996bo,1996,61,0,,0.016280000000000003,1e-05,0.017240000000000002,1e-05,10.732999999999999,0.503,135.7205,108.5747,67.8592,50387.59,0.073,-0.9834799999999999,0.064982,0.2933,0.0291363,15.587444843499998,0.0558514,0.0104480494576,0.000574145,-0.00029578,3.02084e-06,-1.3094300000000001e-05,37,551.4155,0.0,27.097309000000003,11.526580000000001,11.526580000000001,,33.8677,0.0595,0.0595,-0.502,-8.448,-0.8140000000000001,0.107,64
1996bv,1996,61,0,,0.016927892342209816,1e-05,0.016669999999999997,1e-05,9.397,4.691,108.5735,98.7044,83.519,50404.629,0.516,0.7004,0.2071,0.1321,0.0322269,15.0595361825,0.07352280000000001,0.0169893289566,0.00121182,-8.70063e-05,4.00277e-06,-2.9238800000000002e-05,13,32.3787,0.00353783,94.046577,57.057251,57.057251,,34.0753,0.0724,0.0724,-0.221,-3.049,0.9540000000000001,0.075,64
1996C,1996,61,0,,0.027558131143450737,1e-05,0.027,1e-05,10.113999999999999,0.349,49.3519,31.0216,24.676,50129.602,0.348,0.6502,0.13,0.0468935,0.0290526,16.3692212984,0.0344452,0.0050851968793,0.00016707400000000002,-0.000595281,3.7780400000000003e-06,-3.9530300000000005e-06,36,42.3888,0.2498,207.751587,49.341251,49.341251,,35.6421,0.0691,0.0691,0.28300000000000003,4.1,0.449,0.157,0
1996X,1996,61,0,,0.00571843795478344,1e-05,0.006809999999999999,1e-05,11.024000000000001,2.296,108.5793,108.5786,108.5748,50191.801,0.067,-1.0780399999999999,0.0380062,-0.0836155,0.027891900000000004,12.6675225524,0.05183630000000001,0.153792996859,0.00741936,-0.00018333599999999998,3.85758e-05,-0.000158517,105,209.6524,8.365040000000002e-09,199.504486,-26.854810999999998,-26.854810999999998,,32.1031,0.0583,0.0583,-0.233,-3.988,-1.044,-0.174,64
1996Z,1996,61,0,,0.008622981607913971,1e-05,0.0076,1e-05,10.429,3.003,49.3521,45.2397,43.4298,50217.145,1.077,-0.360169,0.683,0.1989,0.0325829,14.0056862809,0.0653374,0.044844304886099993,0.00282588,0.00325094,-0.000231215,-6.43954e-05,13,3.8549,0.9963,144.17451499999999,-21.147880999999998,-21.147880999999998,,32.6659,0.1145,0.1145,0.092,0.8009999999999999,-0.78,0.20800000000000002,0
2013aa,2013,68,1,,0.00399,1e-05,0.00399,1e-05,-9.0,-9.0,33.3333,33.3333,33.3333,55558.633,0.182,0.7547,0.1826,-0.121325,0.0352629,10.8473,0.0923471,0.8224,0.0730074,0.000262835,5.7885200000000006e-05,-0.00214536,53,25.5621,0.9996,218.14117400000003,-44.224388,-44.224388,,30.6562,0.0641,0.0641,-0.513,-7.995,1.23,-0.245,0
1972E,1972,50,0,,0.0023,1e-05,0.0023,1e-05,8.622,3.0010000000000003,27.1446,27.1445,-99.0,41447.035,0.315,0.8992,0.1425,-0.0888186,0.0407043,7.962308278969999,0.0549691,11.724533924300001,0.5914,-4.30383e-05,-0.011376100000000002,-0.016966099999999998,70,54.446,0.9275,204.969696,-31.669179999999997,6.9761,,27.6907,0.1,0.1,-2.279,-22.791999999999998,1.8259999999999998,-0.9109999999999999,0
1980N,1980,50,0,,0.0055,1e-05,0.0055,1e-05,11.314,1.8969999999999998,36.193,36.1924,36.1923,44586.785,0.18899999999999997,-1.1411,0.1169,0.00787441,0.0281238,12.1533738312,0.0327955,0.247002954668,0.00760407,-0.000256828,4.6006499999999994e-05,-0.000180893,37,58.9066,0.0163893,50.749001,-37.213440000000006,4.961,,31.2963,0.0651,0.0651,-0.5720000000000001,-8.789,-0.8009999999999999,-0.222,0
1981B,1981,50,0,,0.0072,1e-05,0.0072,1e-05,11.003,0.141,30.1601,30.1601,23.1004,44672.594000000005,0.304,-0.396846,0.1673,0.0122536,0.0303053,11.677020766199998,0.033051199999999996,0.382951172741,0.0119137,-7.65511e-05,-0.000131944,-0.000297109,41,44.4313,0.3696,188.622879,2.19653,8.2919,,30.9108,0.074,0.074,-1.545,-20.888,0.885,-0.5579999999999999,0
1981D,1981,50,0,,0.0055,1e-05,0.0055,1e-05,11.314,1.8969999999999998,36.1904,12.7734,-99.0,44680.527,0.25,-1.15286,0.3613,0.1825,0.058589499999999996,12.299877356300001,0.058462099999999996,0.21582589702399999,0.012185799999999998,0.00504953,-0.00202981,-0.000621516,14,9.7879,0.7775,50.670238,-37.233978,7.9057,,30.8998,0.1357,0.1357,-0.9690000000000001,-7.138999999999999,-0.47600000000000003,-0.17600000000000002,0
1986G,1986,50,0,,0.0027,1e-05,0.0027,1e-05,10.942,1.3869999999999998,108.5763,77.554,49.3527,46541.585999999996,0.321,5.0,0.05690599999999999,0.4646,0.0546996,11.148,0.1072,0.6235,0.06468600000000001,3.88187e-09,-1.5823900000000002e-09,-0.00293443,35,544.0894,0.0,201.399155,-43.033039,5.1579,,29.7348,0.0994,0.0994,-0.585,-5.8839999999999995,5.027,0.21600000000000003,67
1989B,1989,50,0,,0.0035,1e-05,0.0035,1e-05,10.452,0.282,27.144,18.0954,13.5719,47565.609000000004,0.33899999999999997,-0.9373020000000001,0.2396,0.3149,0.0379802,11.9963195847,0.0488504,0.285432005733,0.0137091,0.00312494,-0.00131955,-0.00042984699999999997,52,18.5708,1.0,170.052765,13.00649,10.9616,,30.216,0.0794,0.0794,-0.6679999999999999,-8.41,-0.5770000000000001,0.059000000000000004,2
1990af,1990,50,0,,0.04992,1e-05,0.0503,1e-05,11.324000000000002,3.839,36.1924,35.0243,-99.0,48196.0,0.16699999999999998,-2.16741,0.1415,-0.04725119999999999,0.0450691,17.5149567673,0.038061000000000005,0.0017702497383800002,6.42403e-05,-0.00062822,-1.9938199999999998e-07,-2.1037900000000002e-06,24,10.8537,0.99,323.681458,-62.758461,7.5908,,36.6851,0.1185,0.1185,-0.062,-0.521,-2.146,-0.07,0
